new_value,user_id,question_id,w,userweights,settled_value
0.70571196,2185,498,0.13891105,0.69,1
0.2199569,2188,685,0.00999992,0.2199569,1
0.03452522,2185,185,0.283452226,0.667278577,0
0.3,296,374,0.288352599,0.90000002,0
0.000328266,2058,444,0.661764749,0.719558186,0
0.2197924,2185,408,0.239053893,0.565,0
0.35000005,2315,374,0.293445629,0.88000002,0
0.16000001,85,103,0.081857065,0.720999999,0
0.1622951,2084,199,0.054038815,0.742943885,0
0.23999998,45,685,0.01079758,0.919999993,1
0.14236231,1573,188,0.038816115,0.669303905,0
0.48999998,296,643,0.064481471,0.970000001,1
0.22,2190,660,0.012201396,0.630728976,0
0.16999999,2185,199,0.054038815,0.716666703,0
0.58848244,2084,130,0.050346305,0.654038334,1
0.3,10229,1345,0.121785558,0.780698925,0
0.5,10229,1345,0.121785558,0.780698925,0
0.4714266,2185,495,0.141358315,0.69,0
0.11808028,1573,103,0.082797731,0.646171325,0
0.2192384,1573,12,0.698985111,0.571028454,0
0.1510449,1573,16,0.684790067,0.571028454,0
0.35989624,1573,408,0.249983464,0.651429509,0
0.22000001,1573,232,0.084703811,0.451697237,1
0.08919607,1573,179,0.055390867,0.316337605,0
0.5500001,2185,445,0.031496633,0.581429384,1
0.494285,2185,524,0.133315763,0.69,1
0.51999885,2185,487,0.146249629,0.69,0
0.56529504,1573,189,0.053097052,0.669303905,0
0.39999998,2190,672,0.023459799,0.63238461,0
0.017471889,1573,434,0.232917999,0.316337605,0
0.26999998,796,685,0.01079758,0.743184115,1
0.18510844,7316,747,0.012826002,0.81489156,0
0.45999998,2185,5,0.163337837,0.537564113,0
0.49999967,2185,479,0.151134326,0.69,1
0.58111227,2084,656,0.015521509,0.708786337,1
0.52000004,2075,672,0.108873412,0.690666663,0
0.10000001,9845,791,0.041945819,0.866746753,0
0.13999999,4769,791,0.041945819,0.665287705,0
0.49000004,2185,345,0.046642565,0.559496749,0
0.04797942,2185,359,0.040434082,0.581429384,0
0.51000005,10351,452,0.817661624,0.582916625,1
0.45000005,10077,452,0.817661624,0.770220719,1
0.50000006,372,343,0.032118768,0.722766668,1
0.45499998,10611,454,0.475796367,0.471133865,0
0.25068206,10799,1086,0.107814731,0.828329911,0
0.84000003,45,1151,0.031618813,0.815792934,1
0.35000002,2185,633,0.015001925,#N/A,0
0.42700002,6133,728,0.010471185,0.57299998,0
0.35000002,2185,710,0.0102294,#N/A,0
0.10633233,2084,183,0.065699441,0.75365363,0
0.46999997,2185,347,0.046642565,0.559496749,0
0.62,2185,190,0.060749663,0.667278577,1
0.31000003,2185,448,0.024870261,0.715100099,0
0.63999987,10229,1345,0.121785558,0.780698925,0
0.17999999,2075,585,0.083748866,0.574666667,0
0.235,2190,685,0.01079758,0.35999995,1
0.24000001,2075,700,0.050109152,0.690666663,0
0.36245406,2113,408,0.273364558,0.594999835,0
0.6125,2714,127,0.253872366,0.3875,0
0.45599997,6134,728,0.010471185,0.54400003,0
0.41999966,372,374,0.040578982,0.60499983,0
0.105965085,1984,444,0.270822139,0.894034915,0
0.16999996,4769,410,0.192768941,0.879999975,0
0.099999994,372,372,0.038360151,0.60499983,0
0.37000003,2075,693,0.011859474,0.80000001,0
0.21999998,2185,625,0.020629214,0.740200228,0
0.54,2185,192,0.06025279,0.667278577,0
0.18654338,7315,747,0.012826002,0.81345662,0
0.45000002,2190,343,0.032118768,0.744285701,1
0.18439095,7317,747,0.012826002,0.81560905,0
0.2563115,2199,408,0.273364558,0.7436885,0
0.50000006,5282,728,0.010471185,0.931916667,0
0.24000001,367,737,0.35174609,0.942052927,0
0.019999988,821,401,0.59133818,0.972500017,0
0.38999978,2113,374,0.049197459,0.594999835,0
0.28,296,659,0.125707548,0.826089473,0
0.22000003,8935,670,0.087972222,0.851668981,0
0.30999997,59,419,0.030977869,0.935,0
0.05,276,145,0.064695527,0.92,0
0.9300001,10513,1345,0.138909747,0.658580632,0
0.7422071,2190,130,0.046263312,0.600769227,1
0.27600235,2190,373,0.124673848,0.8,0
0.59999996,2190,674,0.012076943,0.663999994,0
0.27999997,9643,670,0.087972222,0.779449244,0
0.22728035,367,376,0.04663584,0.9867,0
0.67,10513,1345,0.138909747,0.658580632,0
0.17,1430,444,0.009999929,0.83,0
0.135,1442,444,0.011473402,0.865,0
0.108366735,912,444,0.01617821,0.801052686,0
0.20418338,1632,444,0.017329184,0.693671042,0
0.32552242,2190,16,0.684790067,0.582884614,0
0.54571295,2190,479,0.124137184,0.597457958,1
0.85,1607,452,0.025406321,0.821167985,1
0.27345258,9839,103,0.250817654,0.72654742,0
0.7,176,130,0.046263312,0.730407583,1
0.16000001,10513,1346,0.138909747,0.658580632,0
0.84999996,2190,404,0.027693493,0.744285701,1
0.09000002,10513,1346,0.138909747,0.658580632,0
0.49,10513,1346,0.138909747,0.658580632,0
0.20120731,9845,854,0.099975044,0.92,0
0.22000001,296,854,0.099975044,0.970000001,0
0.65,296,425,0.144783168,0.890099584,0
0.50999993,10229,1345,0.138909747,0.780698925,0
0.02,2058,444,0.661764749,0.719558186,0
0.32815576,2190,408,0.273364558,0.8,0
0.5171419,2185,501,0.13891105,0.69,0
0.40571368,2185,526,0.133315763,0.69,0
0.009282613,2080,464,0.626487071,0.659242605,0
0.12499999,2190,188,0.039242997,0.603728999,0
0.30181843,2084,511,0.034675882,0.654246177,0
0.4,2315,374,0.293445629,0.88000002,0
0.51,10351,454,0.475796367,0.50999993,0
0.099999994,2190,188,0.039242997,0.603728999,0
0.15000002,1404,585,0.055869269,0.763473996,0
0.90000004,796,615,0.020090586,0.769869693,0
0.3919735,2190,672,0.02782215,0.63238461,0
0.05993991,2190,173,0.056597195,0.744285701,0
0.10000001,10229,1345,0.138909747,0.780698925,0
0.43415838,10383,426,0.644666987,0.615069154,1
0.18872279,2185,521,0.133315763,0.69,0
0.18941325,7311,747,0.012826002,0.81058675,0
0.07880493,821,173,0.056597195,0.975000001,0
0.29000002,2315,374,0.293445629,0.88000002,0
0.099999994,1404,188,0.039242997,0.900000006,0
0.8773475,796,160,0.53275527,0.783227714,1
0.55,2190,686,0.009999974,0.630728976,0
0.38,821,103,0.250817654,0.739942963,0
0.4,59,615,0.009999855,0.687640115,0
0.35000002,796,615,0.009999855,0.769869693,0
0.24,2185,624,0.020112667,0.740200228,0
0.8699999,2185,404,0.031399125,0.581429384,1
0.3716424,2190,670,0.011364461,0.750384614,0
0.40000004,10229,1345,0.138909747,0.780698925,0
0.53124624,1939,465,0.039048509,0.567320247,1
0.50999993,10351,447,0.806554922,0.50999993,1
0.09580429,7319,747,0.012826002,0.90419571,0
0.39499977,8956,374,0.298628614,0.758000442,0
0.35000002,2197,693,0.009999978,0.64999998,0
0.15000002,45,102,0.083749206,0.764666665,0
0.93,2113,648,0.385509674,0.664221881,1
0.5,45,454,0.475796367,0.815792934,0
0.7100001,2185,375,0.02844684,0.565,1
0.7,10229,1345,0.138909747,0.780698925,0
0.1,10229,1345,0.138909747,0.780698925,0
0.12999989,296,374,0.362053655,0.90000002,0
0.8999999,45,324,0.83289618,0.904000002,1
0.48813114,1901,656,0.012603497,0.7470328,1
0.48000005,296,670,0.013477683,0.879030647,0
0.63803464,1901,358,0.036075895,0.483941598,0
0.57245886,2190,588,0.017744251,0.744285701,0
0.50999993,10351,452,0.817661624,0.582916625,1
0.51,10351,454,0.475796367,0.50999993,0
0.51,1939,465,0.039048509,0.567320247,1
0.19999999,2190,408,0.273364558,0.8,0
0.92,796,160,0.53275527,0.783227714,1
0.11999998,296,374,0.36844843,0.90000002,0
0.75,276,425,0.144783168,0.716681849,0
0.40000004,45,103,0.253699941,0.764666665,0
0.87500006,101,452,0.025773397,0.778204385,1
0.9486312,10611,420,0.650462782,0.73029964,1
0.07361139,10611,1039,0.146738632,0.900000006,0
0.33999994,796,615,0.020090586,0.769869693,0
0.25000003,59,615,0.061346645,0.687640115,0
0.37500003,1983,615,0.070532713,0.523749975,0
0.265165,970,615,0.070532713,0.734835,0
0.07071068,7322,747,0.012826002,0.92928932,0
0.625,720,588,0.020653083,0.820285531,0
0.5275,10601,454,0.475796367,0.23726153,0
0.16,296,1086,0.107814731,0.885199163,0
0.099999994,10351,1039,0.146738632,0.965000002,0
0.14999999,2315,670,0.087972222,0.802894378,0
0.12999997,2190,103,0.084711616,0.61000004,0
0.35000002,59,195,0.06025279,0.841851843,0
0.29999998,59,195,0.06025279,0.841851843,0
0.64491755,1901,588,0.017744251,0.483941598,0
0.45000002,45,447,0.806554922,0.815792934,1
0.45000002,45,452,0.817661624,0.682896467,1
0.33226773,10611,452,0.817661624,0.600716753,1
0.23726153,10601,452,0.817661624,0.418775973,1
0.9633193,10601,420,0.650462782,0.600290415,1
0.3699998,45,341,0.029915722,0.904000002,0
0.12733379,923,341,0.092680381,0.92,0
0.51,10077,454,0.475796367,0.744823858,0
0.2,45,1086,0.107814731,0.904000002,0
0.06392942,7344,747,0.012826002,0.93607058,0
0.43499997,720,704,0.011176432,0.852599517,0
0.21000001,2062,408,0.285862817,0.63353601,0
0.21000001,296,747,0.012826002,0.766979782,0
0.9799999,296,143,0.766335919,0.970000001,1
0.7,176,196,0.093899003,0.730407583,1
0.15000007,45,103,0.084711616,0.764666665,0
0.59999996,2299,699,0.085747751,0.687091379,1
0.40000013,10077,447,0.818171753,0.744823858,1
0.825,2190,452,0.025773397,0.772142851,1
0.41,45,454,0.025370504,0.815792934,0
0.05296181,10626,1039,0.1508162,0.732346063,0
0.2887405,10626,447,0.818171753,0.402907521,1
0.4,2397,716,0.009999958,0.6,0
0.4,2190,693,0.009999978,0.597457958,0
0.20000005,2190,408,0.285862817,0.8,0
0.29999998,59,625,0.021015821,0.700000013,0
0.16000001,85,103,0.084711616,0.720999999,0
0.8000001,10229,1345,0.138909747,0.780698925,0
0.19999999,2299,12,0.874068034,0.610424703,0
0.27,45,659,0.125707548,0.901999996,0
0.62700003,6138,728,0.010471185,0.37299997,0
0.45999995,2190,692,0.009999974,0.597457958,0
0.49999997,2299,672,0.108873412,0.687091379,0
0.14999998,85,372,0.039010257,0.652727311,0
0.43499997,2190,691,0.009999974,0.597457958,0
0.55,2299,715,0.009999976,0.640161542,1
0.1,45,670,0.089867748,0.873041473,0
0.32750005,2190,693,0.009999978,0.597457958,0
0.7436944,1981,423,0.192428146,0.568323828,1
0.08653062,7334,747,0.012826002,0.91346938,0
0.9028534,1981,160,0.53275527,0.643268763,1
0.3593451,1981,408,0.273364558,0.60799305,0
0.24999987,2299,373,0.170902125,0.86999997,0
0.53536576,1981,507,0.04223109,0.67959971,1
0.42000002,10740,454,0.475796367,0.36,0
0.24999997,176,426,0.644666987,0.825203792,1
0.1,2315,145,0.07247433,0.844999995,0
0.54999995,2315,719,0.009999978,0.665880768,0
0.26959392,1981,16,0.715944109,0.667502629,0
0.3652832,2150,408,0.285862817,0.7473669,0
0.082863875,7340,747,0.012826002,0.917136125,0
0.05946298,1981,185,0.233495265,0.643268763,0
0.28153536,2190,373,0.128668599,0.8,0
0.71932334,1981,331,0.266883154,0.568323828,1
0.004176023,2199,464,0.669722076,0.98,0
0.3613207,2190,672,0.02782215,0.63238461,0
0.9113433,1981,160,0.53275527,0.643268763,1
0.020000001,59,354,0.071022481,0.844904209,0
0.44,2075,213,0.058463057,0.651021451,0
0.96999997,2283,405,0.056724045,0.689670274,1
0.120000005,2398,179,0.063251244,0.914760566,0
0.2692308,9008,761,0.011266967,0.686794873,0
0.4693632,2190,667,0.029282717,0.597457958,1
0.6571429,2190,489,0.106164364,0.597457958,1
0.33,59,692,0.009999974,0.687640115,0
0.6,2400,719,0.009999978,0.4,0
0.35,45,447,0.818171753,0.815792934,1
0.36,10740,452,0.817661624,0.36,1
0.79142755,2190,491,0.106164364,0.597457958,1
0.41653946,7347,747,0.012826002,0.58346054,0
0.91691095,2190,160,0.548212364,0.600769227,1
0.65189683,1981,489,0.106164364,0.76156956,1
0.90000004,2315,160,0.689155782,0.690122326,1
0.55714315,2190,500,0.099975702,0.597457958,1
0.47000006,2190,656,0.012898531,0.599113593,1
0.56285745,2190,501,0.099975702,0.597457958,0
0.59999996,2315,715,0.009999976,0.665880768,1
0.64,2075,425,0.144783168,0.574666667,0
0.14999993,2315,341,0.092680381,0.704999991,0
0.12910801,2190,202,0.234435046,0.597457958,0
0.30010653,7348,747,0.012826002,0.69989347,0
0.10606604,7354,747,0.012826002,0.89393396,0
0.38,296,747,0.012826002,0.766979782,0
0.10999999,2113,179,0.064952408,0.424999995,0
0.57000005,2283,719,0.009999978,0.700085986,0
0.297757,2150,408,0.285862817,0.7473669,0
0.811429,2190,516,0.099975702,0.597457958,1
0.7742861,2190,475,0.110312609,0.597457958,1
0.12987676,7351,747,0.012826002,0.87012324,0
0.15000002,296,747,0.012826002,0.766979782,0
0.5485713,2190,524,0.099975702,0.597457958,1
0.003144134,14,464,0.669722076,0.7693543,0
0.6456987,2080,489,0.152224401,0.62979574,1
0.67746,1981,473,0.110312609,0.76156956,1
0.20408165,2299,747,0.012826002,0.618789245,0
0.2,2401,188,0.043302511,0.8,0
0.09000002,10229,1345,0.158441759,0.780698925,0
0.14430751,7357,747,0.012826002,0.85569249,0
0.7968472,14,423,0.192428146,0.760805059,1
0.28408164,7358,747,0.012826002,0.71591836,0
0.6155,6136,728,0.010471185,0.3845,0
0.57,2283,716,0.009999958,0.700085986,0
0.10884824,124,374,0.374956153,0.802050588,0
0.37,2299,710,0.010464088,#N/A,0
0.099999994,59,173,0.063754916,0.847956575,0
0.84999996,2315,718,0.009999978,0.665880768,0
0.9556373,14,168,0.999519015,0.989662836,1
0.69,2413,719,0.009999978,0.31,0
0.49999997,2113,465,0.03547661,0.652563559,1
0.3714287,2190,476,0.110312609,0.597457958,0
0.26,2113,659,0.015809974,0.70333334,0
0.637861,1981,482,0.110312609,0.76156956,1
0.21000002,296,747,0.012826002,0.766979782,0
0.544,372,728,0.010471185,0.777499998,0
0.107499994,923,418,0.151834835,0.92,0
0.9422687,1981,168,0.999519015,0.67959971,1
0.16000009,85,103,0.084711616,0.720999999,0
0.14999995,2190,103,0.084711616,0.61000004,0
0.52920306,1981,495,0.102033579,0.76156956,0
0.21870717,50,672,0.032995679,0.799717413,0
0.62957174,1981,505,0.099975702,0.76156956,1
0.11999998,10229,1345,0.158441759,0.780698925,0
0.18367346,85,747,0.012826002,0.65027678,0
0.039999995,2182,354,0.072660068,0.623970069,0
0.09999996,296,374,0.374956153,0.90000002,0
0.5973643,1981,470,0.112392348,0.76156956,1
0.06,176,185,0.290405674,0.730407583,0
0.70000005,10229,1345,0.158441759,0.780698925,0
0.93666583,50,160,0.548212364,0.719434815,1
0.49200004,2283,728,0.018195792,0.844833325,0
0.25,2190,410,0.036532425,0.8,0
0.21,2190,372,0.039671382,0.8,0
0.10000001,45,418,0.151834835,0.904000002,0
0.080000006,2190,386,0.035462591,0.8,0
0.56043696,1981,500,0.099975702,0.76156956,1
0.26,2190,685,0.012588853,0.35999995,1
0.22448981,2283,747,0.012826002,0.950000007,0
0.14,296,747,0.012826002,0.766979782,0
0.42000005,2190,373,0.132791349,0.8,0
0.61550003,6140,728,0.010471185,0.38449997,0
0.21999998,2190,16,0.715944109,0.582884614,0
0.52,2190,588,0.018046081,0.744285701,0
0.82000005,45,853,0.030939495,0.813333357,1
0.22448982,2283,747,0.012826002,0.950000007,0
0.46,2190,343,0.032934944,0.744285701,1
0.21870717,2074,672,0.032995679,0.700618573,0
0.13,2315,374,0.381578818,0.88000002,0
0.24999996,2283,374,0.381578818,0.77,0
0.16999999,2190,12,0.730942792,0.582884614,0
0.57000005,2190,686,0.010254788,0.630728976,0
0.10999999,2190,188,0.039674573,0.603728999,0
0.69,2190,130,0.047141037,0.600769227,1
0.4485995,2285,374,0.050066409,0.746911225,0
0.16999999,176,185,0.290405674,0.730407583,0
0.22999999,176,16,0.855393197,0.782552966,0
0.24999999,45,374,0.381578818,0.815792934,0
0.059999995,2190,173,0.057351058,0.744285701,0
0.58000004,2190,588,0.018046081,0.744285701,0
0.10000001,176,185,0.290405674,0.730407583,0
0.34,2026,15,0.746406653,0.695166662,0
0.25000003,176,16,0.855393197,0.782552966,0
0.28,2026,672,0.032995679,0.70939394,0
0.20000002,45,374,0.381578818,0.815792934,0
0.5285714,2026,502,0.099975702,0.619308971,1
0.15999997,2026,202,0.234435046,0.619308971,0
0.12987675,7360,747,0.012826002,0.87012325,0
0.2,176,185,0.290405674,0.730407583,0
0.39999998,2026,507,0.04223109,0.68,1
0.84,2026,160,0.548212364,0.660454548,1
0.34000003,2075,408,0.285862817,0.43,0
0.53999996,372,728,0.010471185,0.777499998,0
0.19000001,45,374,0.381578818,0.815792934,0
0.18,2026,16,0.715944109,0.64622727,0
0.26000002,2026,408,0.285862817,0.599999317,0
0.21000001,2074,12,0.730942792,0.785618581,0
0.67,2026,460,0.096443134,0.553333337,1
0.91,2026,160,0.548212364,0.660454548,1
0.059999872,2026,434,0.268176793,0.675,0
0.6428496,2026,472,0.110312609,0.619308971,1
0.106066,7367,747,0.012826002,0.893934,0
0.120000005,296,747,0.012826002,0.766979782,0
0.081632674,7373,747,0.012826002,0.918367326,0
0.17999999,296,747,0.012826002,0.766979782,0
0.07,45,899,0.012419538,0.813333357,0
0.15,2283,374,0.381578818,0.77,0
0.54999995,6995,374,0.06177201,0.45000005,0
0.68571496,2026,489,0.106164364,0.619308971,1
0.5942855,2026,501,0.099975702,0.619308971,0
0.59699994,6141,728,0.010471185,0.40300006,0
0.42214277,6143,728,0.010471185,0.57785723,0
0.3897195,2150,374,0.050066409,0.7473669,0
0.64568925,2315,485,0.164916184,0.74999997,1
0.15,2074,585,0.058769059,0.764999993,0
0.60857147,2026,503,0.099975702,0.619308971,1
0.61142915,2026,504,0.099975702,0.619308971,1
0.31999996,2074,509,0.097959338,0.679999985,0
0.45714304,2026,480,0.110312609,0.619308971,1
0.17000002,296,747,0.012826002,0.766979782,0
0.20000005,45,401,0.059857754,0.743892724,0
0.26,2074,687,0.00999996,0.745498593,0
0.4703186,796,465,0.034141073,0.79757244,1
0.36442107,1573,102,0.094965446,0.646171325,0
0.15257655,1947,102,0.084711616,0.662352485,0
0.56529504,1947,189,0.054546275,0.628127518,0
0.5,10591,447,0.818171753,0.5,1
0.5,10591,452,0.817661624,0.5,1
0.10999999,1947,188,0.039674573,0.628127518,0
0.35516688,10629,447,0.818171753,0.35696197,1
0.53428596,2026,524,0.099975702,0.619308971,1
0.52,2280,408,0.312599727,0.48,0
0.6542856,2026,482,0.110312609,0.619308971,1
0.12020815,7364,747,0.012826002,0.87979185,0
0.15,1947,103,0.084711616,0.662352485,0
0.15000002,1947,103,0.084711616,0.662352485,0
0.487,10077,452,0.817661624,0.770220719,1
0.6499999,10229,1355,0.009999823,0.769999991,0
0.30000004,45,1345,0.235115062,0.815792934,0
0.61428505,2026,485,0.106164364,0.619308971,1
0.49,10077,447,0.818171753,0.744823858,1
0.55428535,2026,487,0.106164364,0.619308971,0
0.6657146,2026,493,0.102033579,0.619308971,1
0.29000002,45,672,0.032995679,0.837541475,0
0.14999999,296,747,0.012826002,0.766979782,0
0.66000015,2026,473,0.114740675,0.619308971,1
0.33000013,176,374,0.06177201,0.64170884,0
0.7,10229,1355,0.009999823,0.769999991,0
0.5160048,2084,495,0.102033579,0.76353434,0
0.36836654,2283,408,0.312599727,0.77,0
0.08,45,354,0.074335414,0.660541474,0
0.25933588,2084,205,0.053160354,0.76353434,0
0.38000008,296,338,0.039897645,0.885199163,0
0.25000003,10229,1356,0.009999823,0.769999991,0
0.15000004,45,1356,0.055037191,0.685851248,0
0.35,10513,1355,0.016679825,0.735000015,0
0.3,2276,705,0.010930558,0.52,0
0.1315471,2084,188,0.039674573,0.687126485,0
0.26000005,1947,408,0.285862817,0.4142793,0
0.59000003,2075,715,0.009999976,0.698177392,1
0.57037526,2084,679,0.011130274,0.76353434,0
0.2736547,2084,220,0.0527009,0.708786337,0
0.19495942,2401,103,0.092819897,0.8,0
0.4576053,2401,624,0.020476276,0.57119736,0
0.85054535,796,718,0.009999978,0.775928076,0
0.12,85,739,0.016925512,#N/A,0
0.45714223,2026,457,0.114475356,0.619308971,1
0.53142786,2026,518,0.099975702,0.619308971,1
0.42000002,1947,373,0.132791349,0.4142793,0
0.5142857,8935,504,0.562104033,0.969999999,1
0.5199998,8935,481,0.59922742,0.969999999,1
0.14,296,747,0.012826002,0.766979782,0
0.45974997,6153,728,0.010471185,0.54025003,0
0.003144134,2084,464,0.669722076,0.654038334,0
0.39999998,2401,672,0.129118427,0.55309871,0
0.29000002,45,408,0.312599727,0.815792934,0
0.41,8920,255,0.151596303,0.654243767,1
0.86,296,718,0.009999978,0.874030645,0
0.73999596,2026,475,0.114740675,0.619308971,1
0.4714286,2026,492,0.102033579,0.619308971,1
0.099999994,45,1356,0.055037191,0.685851248,0
0.050000004,45,1356,0.055037191,0.685851248,0
0.020000003,796,1356,0.065271358,0.879863418,0
0.029999996,45,1356,0.065271358,0.685851248,0
0.95,45,1355,0.055037191,0.685851248,0
0.575,6986,741,0.009999986,0.425,0
0.69947964,6988,741,0.009999986,0.30052036,0
0.4810583,1981,490,0.106164364,0.76156956,0
0.55758494,1981,487,0.106164364,0.76156956,0
0.53770393,1981,524,0.099975702,0.76156956,1
0.099359065,2113,153,0.139267395,0.61,0
0.53999996,2026,189,0.054546275,0.644987822,0
0.14000002,2062,153,0.144348422,0.73500001,0
0.1390544,1981,153,0.146958035,0.67959971,0
0.18000002,296,153,0.14178515,0.970000001,0
0.36,2026,509,0.097959338,0.758333331,0
0.73,1947,385,0.068803161,0.4142793,1
0.45000002,4769,374,0.06177201,0.879999975,0
0.6,2190,460,0.096443134,0.680000015,1
0.009999999,5021,153,0.820724858,0.968149172,0
0.010000001,296,153,0.881703906,0.970000001,0
0.11351078,1570,153,0.053881646,0.62499997,0
0.03,296,153,0.820724858,0.970000001,0
0.41000003,2026,398,0.061303043,0.64622727,0
0.68,2026,385,0.068803161,0.599999317,1
0.19999999,2283,408,0.312599727,0.77,0
0.56,2283,672,0.108873412,0.734417505,0
0.44131568,1981,471,0.112392348,0.76156956,0
0.5320895,1981,479,0.114740675,0.76156956,1
0.69,2190,385,0.068803161,0.8,1
0.101581104,2111,354,0.079596808,0.634866223,0
0.07173528,2190,354,0.079596808,0.672527464,0
0.071053505,1981,354,0.079596808,0.605796296,0
0.17999999,2026,401,0.059857754,0.64622727,0
0.84999996,2190,160,0.548212364,0.600769227,1
0.21000001,2276,408,0.326891823,0.85666668,0
0.556875,6154,728,0.010471185,0.443125,0
0.39377007,6155,728,0.010471185,0.60622993,0
0.77696204,1981,516,0.099975702,0.76156956,1
0.6142854,8935,485,0.593919129,0.969999999,1
0.75,2026,226,0.051785841,0.619308971,1
0.409613,2285,408,0.326891823,0.746911225,0
0.29999998,2190,672,0.032995679,0.63238461,0
0.25,2134,672,0.032995679,0.618005982,0
0.53428566,2062,524,0.099975702,0.89,1
0.4800005,2062,492,0.102033579,0.89,1
0.38000003,85,374,0.06177201,0.652727311,0
0.21999991,2026,102,0.084711616,0.670666673,0
0.07666075,2084,359,0.036593877,0.628797868,0
0.27843753,6157,728,0.010471185,0.72156247,0
0.15517242,2026,389,0.059708739,0.619308971,0
0.08999992,2190,408,0.326891823,0.8,0
0.20311965,2084,660,0.012915116,0.741667373,0
0.68857265,2062,489,0.106164364,0.89,1
0.26,2026,418,0.032009946,0.758333331,0
0.52032125,2084,345,0.041964838,0.599996968,0
0.07682752,2084,173,0.057351058,0.628797868,0
0.59,2026,447,0.026067854,0.599999317,1
0.5799999,2026,195,0.054083054,0.660454548,0
0.7342862,2062,475,0.114740675,0.89,1
0.23521411,2084,232,0.089515958,0.703845982,1
0.4771422,2062,490,0.106164364,0.89,0
0.27843753,6156,728,0.010471185,0.72156247,0
0.7857137,2062,491,0.106164364,0.89,1
0.55428576,2062,500,0.099975702,0.89,1
0.25862068,2026,389,0.059708739,0.619308971,0
0.5500001,2026,5,0.146232442,0.533653836,0
0.45000002,2026,693,0.009999978,0.619308971,0
0.7257135,2062,523,0.099975702,0.89,1
0.54285693,2062,477,0.114740675,0.89,1
0.40285718,2062,494,0.102033579,0.89,1
0.5257139,2062,481,0.114740675,0.89,1
0.6342854,2062,505,0.099975702,0.89,1
0.5371425,2062,518,0.099975702,0.89,1
0.12755397,2084,403,0.028477227,0.628797868,1
0.20868045,2084,511,0.029684105,0.654246177,0
0.45,45,374,0.067423393,0.815792934,0
0.6114284,2062,503,0.099975702,0.89,1
0.4229002,2084,468,0.028285596,0.63046182,0
0.59999996,2026,425,0.030864483,0.695166662,0
0.33,2026,76,0.085750379,0.619308971,0
0.3,2026,416,0.031240753,0.631999992,0
0.24000001,2026,459,0.028285596,0.758333331,0
0.46674037,1981,526,0.099975702,0.76156956,0
0.4599994,2062,457,0.114475356,0.89,1
0.52885336,2084,588,0.018046081,0.628797868,0
0.27165326,2084,580,0.01935774,0.68691937,0
0.60002726,1981,501,0.099975702,0.76156956,0
0.42999998,2026,468,0.028285596,0.599166666,0
0.5075409,2084,700,0.009999761,0.68691937,0
0.41428617,2062,517,0.099975702,0.89,1
0.35462445,2084,509,0.097959338,0.719800405,0
0.1632653,85,747,0.021100128,0.65027678,0
0.70000005,5122,460,0.436971661,0.7,1
0.05,372,354,0.079596808,0.767259804,0
0.44256768,2084,193,0.054083054,0.654038334,1
0.23999998,2026,355,0.067386651,0.579393934,1
0.07666075,1939,359,0.036593877,0.662449883,0
0.17999999,2026,403,0.051170158,0.579393934,1
0.38999996,2299,188,0.044746944,0.727180105,0
0.002294915,43,464,0.669722076,0.719996362,0
0.38407767,2084,341,0.030266504,0.719800405,0
0.64500004,1573,715,0.009999976,0.531228082,1
0.52000004,2315,704,0.011427836,0.599399399,0
0.61714315,2062,485,0.106164364,0.89,1
0.58857167,2062,512,0.099975702,0.89,1
0.29,2074,700,0.039804064,0.700618573,0
0.40000004,2405,672,0.129118427,0.59999996,0
0.1632653,2315,747,0.012826002,0.74999997,0
0.58,1573,716,0.009999958,0.531228082,0
0.26059625,2084,580,0.01935774,0.68691937,0
0.37999997,4769,386,0.055231949,0.879999975,0
0.43152446,2084,468,0.028285596,0.63046182,0
0.5000001,2315,718,0.009999978,0.665880768,0
0.31819806,2411,719,0.009999978,0.68180194,0
0.05514192,1939,359,0.036593877,0.662449883,0
0.11999999,2190,359,0.036593877,0.744285701,0
0.33,2026,376,0.033284204,0.599999317,0
0.14285716,85,747,0.012826002,0.65027678,0
0.20408165,2075,747,0.012826002,0.80000001,0
0.13709214,7376,747,0.012826002,0.86290786,0
0.19999997,101,687,0.00999996,0.704016527,0
0.09,2299,173,0.063754916,0.599473677,0
0.61499995,2406,719,0.009999978,0.38500005,0
0.45000002,2299,719,0.009999978,0.640161542,0
0.115446,7370,747,0.012826002,0.884554,0
0.3506162,7374,747,0.012826002,0.6493838,0
0.23469388,2075,738,0.016036206,0.80000001,0
0.003144134,2204,464,0.669722076,0.996855866,0
0.4,2134,699,0.009999682,0.618005982,1
0.26,2075,672,0.032995679,0.690666663,0
0.93999994,796,160,0.689155782,0.783227714,1
0.5,2299,704,0.011427836,0.539999998,0
0.24969208,2084,580,0.01935774,0.68691937,0
0.28431377,2182,677,0.020090586,0.678356964,0
0.78000003,2062,404,0.028477227,0.588952126,1
0.65,5122,462,0.450163447,0.7,1
0.2413793,2062,389,0.059708739,0.89,0
0.36,2182,373,0.132791349,0.69890729,0
0.20500001,2182,672,0.032995679,0.710213759,0
0.765,2080,395,0.504419274,0.62979574,1
0.82,2062,452,0.025773397,0.611244068,1
0.20799771,2182,408,0.285862817,0.69890729,0
0.04122561,2182,127,0.215374491,0.61426115,0
0.42,2075,728,0.010471185,0.794666665,0
